Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Release_Year
Stolen Summer,119841.0,119841.0,,1500000.0,2002-03-22,PG,,Miramax,,,,,35.0,6.4,1733.0,2002
Stop-Loss,10915744.0,11179472.0,4736139.0,25000000.0,2008-03-28,R,,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Kimberly Peirce,,6.5,9268.0,2008
The Perfect Storm,182618434.0,328711434.0,,120000000.0,2000-06-30,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0,2000
The Story of Us,27100030.0,27100030.0,,50000000.0,1999-10-15,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0,1999
The Stepfather,29062561.0,29227561.0,6587798.0,20000000.0,2009-10-16,PG-13,,Sony/Screen Gems,Remake,Thriller/Suspense,Contemporary Fiction,,11.0,5.3,6263.0,2009
State of Play,37017955.0,91445389.0,13578224.0,60000000.0,2009-04-17,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0,2009
The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,15266725.0,27000000.0,2008-08-06,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,,64.0,6.2,6557.0,2008
Sisterhood of the Traveling Pants,39053061.0,41560117.0,,25000000.0,2005-06-01,PG,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ken Kwapis,,,,2005
Step Up,65328121.0,115328121.0,51317604.0,12000000.0,2006-08-11,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0,2006
The Straight Story,6197866.0,6197866.0,,10000000.0,1999-10-15,G,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,David Lynch,95.0,8.0,36265.0,1999
Star Trek: First Contact,92027888.0,150000000.0,,46000000.0,1996-11-22,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,7.6,45106.0,1996
Star Trek: Insurrection,70187658.0,117800000.0,,70000000.0,1998-12-11,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,6.4,26559.0,1998
Star Trek: Nemesis,43254409.0,67312826.0,,60000000.0,2002-12-13,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.4,28449.0,2002
Alex Rider: Operation Stormbreaker,659210.0,9351567.0,,40000000.0,2006-10-13,PG,,Weinstein Co.,Based on Book/Short Story,Action,Contemporary Fiction,,,,,2006
The Strangers,52597610.0,80597610.0,15789825.0,9000000.0,2008-05-30,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44.0,6.0,35078.0,2008
Super Troopers,18492362.0,23046142.0,,3000000.0,2002-02-15,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Jay Chandrasekhar,,6.8,29514.0,2002
Strangers with Candy,2072645.0,2077844.0,,2000000.0,2006-06-28,R,,ThinkFilm,Based on TV,Comedy,Contemporary Fiction,,,5.9,4941.0,2006
Star Wars Ep. I: The Phantom Menace,431088297.0,924288297.0,,115000000.0,1999-05-19,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,,1999
Stuck On You,33832741.0,63537164.0,,55000000.0,2003-12-12,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0,2003
Step Up 2 the Streets,58017783.0,150017783.0,21801408.0,17500000.0,2008-02-14,PG-13,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,25.0,5.6,20345.0,2008
The Sum of All Fears,118471320.0,193500000.0,,68000000.0,2002-05-31,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0,2002
Sunshine State,3064356.0,3064356.0,,5600000.0,2002-06-21,PG-13,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,John Sayles,80.0,6.8,2769.0,2002
Supercross,3102550.0,3252550.0,,30000000.0,2005-08-17,PG-13,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,6.0,2.9,2514.0,2005
Surf's Up,58867694.0,145395745.0,46260220.0,100000000.0,2007-06-08,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,,77.0,7.0,20974.0,2007
Surrogates,38577772.0,119668350.0,11099238.0,80000000.0,2009-09-25,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0,2009
Summer of Sam,19288130.0,19288130.0,,22000000.0,1999-07-02,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0,1999
Savage Grace,434417.0,968805.0,,4600000.0,2008-05-28,Not Rated,,IFC Films,Based on Book/Short Story,Drama,Dramatization,,,5.7,3838.0,2008
Saving Private Ryan,216335085.0,481635085.0,,65000000.0,1998-07-24,R,169.0,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91.0,8.5,270540.0,1998
S.W.A.T.,116877597.0,198100000.0,,70000000.0,2003-08-08,PG-13,117.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,,48.0,5.9,43260.0,2003
Sideways,71502303.0,109705641.0,,17000000.0,2004-10-22,R,125.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97.0,7.8,69778.0,2004
Shall We Dance?,57887882.0,118097882.0,,40000000.0,2004-10-15,PG-13,106.0,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,,7.6,2192.0,2004
Secret Window,47958031.0,92958031.0,,40000000.0,2004-03-12,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46.0,6.5,53868.0,2004
Swept Away,598645.0,598645.0,,10000000.0,2002-10-11,R,,Sony Pictures,Remake,Romantic Comedy,Contemporary Fiction,Guy Ritchie,5.0,3.4,7665.0,2002
Swimming Pool,10130108.0,22441323.0,,7800000.0,2003-07-04,R,,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,84.0,6.8,19992.0,2003
The Sidewalks of New York,2402459.0,3100834.0,,1000000.0,2001-11-21,R,,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Edward Burns,,,,2001
Swimfan,28563926.0,28563926.0,,10000000.0,2002-09-06,PG-13,86.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,15.0,4.6,9577.0,2002
Sweet November,25288103.0,65754228.0,,40000000.0,2001-02-16,PG-13,120.0,Warner Bros.,Remake,Drama,Contemporary Fiction,,16.0,6.0,20891.0,2001
Sydney White,11892415.0,12778631.0,6828112.0,16500000.0,2007-09-21,PG-13,107.0,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,,37.0,6.2,9309.0,2007
Switchback,6504442.0,6504442.0,,38000000.0,1997-10-31,R,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,,32.0,6.1,5141.0,1997
Star Wars: The Clone Wars,35161554.0,68161554.0,22831563.0,8500000.0,2008-08-15,PG,98.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,,19.0,5.4,17513.0,2008
The Sweetest Thing,24430272.0,44633441.0,,43000000.0,2002-04-12,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Roger Kumble,25.0,4.7,23378.0,2002
"Six Days, Seven Nights",74339294.0,164800000.0,,80000000.0,1998-06-12,PG-13,101.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37.0,4.7,48.0,1998
Sex Drive,8402485.0,10412485.0,10245880.0,19000000.0,2008-10-17,R,,Summit Entertainment,Based on Book/Short Story,Comedy,Contemporary Fiction,,46.0,6.8,26920.0,2008
Sexy Beast,6946056.0,6946056.0,,4300000.0,2001-06-13,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,,,7.1,20916.0,2001
Chinjeolhan geumjassi,211667.0,23471871.0,,4500000.0,2006-05-05,Not Rated,,Tartan Films,Original Screenplay,Thriller/Suspense,,Chan-wook Park,,7.7,19341.0,2006
"Synecdoche, New York",3081925.0,3081925.0,,20000000.0,2008-10-24,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,67.0,,,2008
Syriana,50824620.0,95024620.0,15415665.0,50000000.0,2005-11-23,R,126.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,72.0,7.1,53265.0,2005
Suspect Zero,8712564.0,8712564.0,,27000000.0,2004-08-27,R,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,E. Elias Merhige,18.0,5.8,9804.0,2004
Tadpole,2891288.0,3200241.0,,150000.0,2002-07-19,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Gary Winick,78.0,6.1,3800.0,2002
Tailor of Panama,13491653.0,27491653.0,,18000000.0,2001-03-30,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Historical Fiction,John Boorman,,,,2001
Taken,145000989.0,225461461.0,67315399.0,25000000.0,2009-01-30,PG-13,,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Pierre Morel,,4.8,1125.0,2009
Take the Lead,34742066.0,65742066.0,21100670.0,30000000.0,2006-04-01,PG-13,,New Line,Based on Real Life Events,Drama,Dramatization,,44.0,6.5,10015.0,2006
Talladega Nights: The Ballad of Ricky Bobby,148213377.0,163013377.0,84838372.0,73000000.0,2006-08-04,PG-13,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Adam McKay,72.0,6.4,50407.0,2006
The Talented Mr. Ripley,81292135.0,81292135.0,,40000000.0,1999-12-25,R,139.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82.0,7.2,63319.0,1999
Tarnation,592014.0,1162014.0,,218.0,2004-10-06,Not Rated,,WellSpring,Based on Real Life Events,Documentary,Factual,,,7.1,3847.0,2004
Taxman,9871.0,9871.0,,3500000.0,1999-09-17,,,,,Comedy,,,,6.8,520.0,1999
Thunderbirds,6768055.0,28231444.0,,55000000.0,2004-07-30,PG,,Universal,Based on TV,Adventure,Science Fiction,Jonathan Frakes,19.0,4.0,5397.0,2004
The Best Man,34102780.0,34572780.0,,9000000.0,1999-10-22,R,120.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71.0,6.1,2019.0,1999
Book of Shadows: Blair Witch 2,26421314.0,47721314.0,,15000000.0,2000-10-27,R,90.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,,,4.0,16122.0,2000
The Cave,15007991.0,27147991.0,,30000000.0,2005-08-26,PG-13,,Sony/Screen Gems,Original Screenplay,Horror,Science Fiction,,12.0,4.8,13025.0,2005
This Christmas,49121934.0,49778552.0,17922664.0,13000000.0,2007-11-21,PG-13,118.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,55.0,5.4,3351.0,2007
The Core,31111260.0,74132631.0,,85000000.0,2003-03-28,PG-13,133.0,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42.0,5.3,27375.0,2003
The Thomas Crown Affair,69304264.0,124304264.0,,48000000.0,1999-08-06,R,111.0,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67.0,6.7,37692.0,1999
The Damned United,449865.0,4054204.0,,6400000.0,2009-10-09,R,97.0,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,Tom Hooper,94.0,7.5,7560.0,2009
The Tale of Despereaux,50877145.0,88717945.0,26233404.0,60000000.0,2008-12-19,G,93.0,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55.0,6.1,7460.0,2008
Team America: World Police,32774834.0,50274834.0,,20000000.0,2004-10-15,R,98.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Trey Parker,,7.3,58763.0,2004
Tea with Mussolini,14395874.0,14395874.0,,14000000.0,1999-05-14,PG,116.0,MGM,Based on Real Life Events,Drama,Dramatization,Franco Zeffirelli,67.0,6.7,5435.0,1999
Tears of the Sun,43632458.0,85632458.0,,75000000.0,2003-03-07,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34.0,6.4,34304.0,2003
The Big Tease,185577.0,185577.0,,4000000.0,2000-01-28,R,,Warner Bros.,Original Screenplay,Comedy,,,,6.1,1610.0,2000
Not Another Teen Movie,37882551.0,62401343.0,,15000000.0,2001-12-14,R,89.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,28.0,5.5,36678.0,2001
Teeth,347578.0,2300349.0,,2000000.0,2008-01-18,R,,Roadside Attractions,Original Screenplay,Comedy,Fantasy,,,5.5,18.0,2008
Bridge to Terabithia,82234139.0,136934139.0,41383048.0,25000000.0,2007-02-16,PG,95.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Fantasy,,85.0,7.4,34482.0,2007
Terminator 3: Rise of the Machines,150358296.0,433058296.0,,170000000.0,2003-07-01,R,109.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Jonathan Mostow,,6.6,107667.0,2003
Terminator Salvation: The Future Begins,125322469.0,371628539.0,28434778.0,200000000.0,2009-05-21,PG-13,116.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Joseph McGinty Nichol,,,,2009
Transformers,319246193.0,708272592.0,290787166.0,151000000.0,2007-07-03,PG-13,140.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,57.0,7.3,197131.0,2007
Transformers: Revenge of the Fallen,402111870.0,836303693.0,217509899.0,210000000.0,2009-06-24,PG-13,149.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,20.0,6.0,95786.0,2009
"The Goods: Live Hard, Sell Hard",15122676.0,15122676.0,,10000000.0,2009-08-14,R,89.0,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Neal Brennan,26.0,,,2009
The Greatest Game Ever Played,15331289.0,15425073.0,37687804.0,25000000.0,2005-09-30,PG,,Walt Disney Pictures,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62.0,7.3,7876.0,2005
The Ghost Writer,15541549.0,63241549.0,3354366.0,45000000.0,2010-02-19,PG-13,,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84.0,7.6,22875.0,2010
Joheunnom nabbeunnom isanghannom,128486.0,42226657.0,,10000000.0,2010-04-23,,,,Original Screenplay,Action,Historical Fiction,,,7.4,5548.0,2010
The Beach,39778599.0,39778599.0,,50000000.0,2000-02-11,R,119.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19.0,4.5,229.0,2000
The Box,15051977.0,26341896.0,3907625.0,25000000.0,2009-11-06,PG-13,,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45.0,6.8,418.0,2009
The Wild Thornberrys,40108697.0,60694737.0,,25000000.0,2002-12-20,PG,85.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,6.7,1104.0,2002
Bug,7006708.0,7006708.0,1251654.0,4000000.0,2007-05-25,R,,Lionsgate,Based on Play,Drama,Contemporary Fiction,William Friedkin,,6.0,14164.0,2007
They,12840842.0,12840842.0,,17000000.0,2002-11-27,PG-13,,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,,37.0,4.6,6550.0,2002
The Eye,31418697.0,56706727.0,12319404.0,12000000.0,2008-02-01,PG-13,,Lionsgate,Remake,Thriller/Suspense,Fantasy,,22.0,5.3,17304.0,2008
The Fog,29511112.0,37048526.0,,18000000.0,2005-10-14,PG-13,101.0,Sony Pictures,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5.0,3.3,15760.0,2005
The Thin Red Line,36400491.0,36400491.0,,52000000.0,1998-12-23,R,166.0,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78.0,7.5,60966.0,1998
Thirteen Days,34566746.0,66554547.0,,80000000.0,2000-12-25,PG-13,145.0,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82.0,7.3,23578.0,2000
The Kid,69688384.0,69688384.0,,65000000.0,2000-07-07,PG,104.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49.0,5.9,14927.0,2000
The Man,8330720.0,10393696.0,,20000000.0,2005-09-09,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11.0,5.4,9356.0,2005
House on Haunted Hill,40846082.0,40846082.0,,19000000.0,1999-10-29,R,96.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25.0,5.2,22795.0,1999
The One,43905746.0,43905746.0,,49000000.0,2001-11-02,PG-13,87.0,Sony Pictures,Original Screenplay,Action,Science Fiction,James Wong,13.0,5.6,24416.0,2001
Gwoemul,2201923.0,89006691.0,,12000000.0,2007-03-09,R,,Magnolia Pictures,Original Screenplay,Action,Science Fiction,,,7.1,26783.0,2007
Thr3e,1008849.0,1060418.0,,2400000.0,2007-01-05,PG-13,,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,5.0,5.0,2825.0,2007
Three to Tango,10570375.0,10570375.0,,20000000.0,1999-10-22,PG-13,,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,,28.0,5.8,11148.0,1999
The Thirteenth Floor,11810854.0,11810854.0,,16000000.0,1999-05-28,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,,28.0,6.7,19939.0,1999
The 13th Warrior,32698899.0,61698899.0,,125000000.0,1999-08-27,R,103.0,Walt Disney Pictures,Based on Book/Short Story,Action,Fantasy,John McTiernan,33.0,6.3,36151.0,1999
The Tuxedo,50586000.0,50586000.0,,60000000.0,2002-09-27,PG-13,99.0,Dreamworks SKG,Original Screenplay,Action,Science Fiction,,22.0,5.0,19370.0,2002
The Tigger Movie,4554533.0,55159800.0,,20000000.0,2000-02-11,G,77.0,Walt Disney Pictures,Spin-Off,Adventure,Kids Fiction,,61.0,6.0,2986.0,2000
Timeline,19480739.0,26703184.0,,80000000.0,2003-11-26,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11.0,5.3,19318.0,2003
The Adventures of Tintin: Secret of the Unicorn,0.0,0.0,,130000000.0,2011-12-23,,,Paramount Pictures,Based on Comic/Graphic Novel,Adventure,Contemporary Fiction,Steven Spielberg,,,,2011
Thirteen,4601043.0,6302406.0,,2000000.0,2003-08-20,R,,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Catherine Hardwicke,,7.0,31482.0,2003
Titan A.E.,22751979.0,36751979.0,,75000000.0,2000-06-16,PG,95.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51.0,6.4,22286.0,2000
Titanic,600788188.0,1842879955.0,,200000000.0,1997-12-19,PG-13,194.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82.0,7.4,240732.0,1997
The Kids Are All Right,20553799.0,20553799.0,,4000000.0,2010-07-09,R,,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,,96.0,7.8,3093.0,2010
The League of Extraordinary Gentlemen,66465204.0,179265204.0,,78000000.0,2003-07-11,PG-13,110.0,20th Century Fox,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17.0,5.5,50710.0,2003
The Time Machine,56684819.0,98983590.0,,80000000.0,2002-03-08,PG-13,96.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Science Fiction,,28.0,5.6,32465.0,2002
Tomcats,13558739.0,13558739.0,,11000000.0,2001-03-30,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,15.0,4.9,9505.0,2001
The Mist,25593755.0,54777490.0,29059367.0,13000000.0,2007-11-21,R,127.0,MGM,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73.0,7.4,76830.0,2007
TMNT,54149098.0,95009888.0,30836109.0,35000000.0,2007-03-23,PG,88.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,,,6.6,26178.0,2007
Tomorrow Never Dies,125304276.0,339504276.0,,110000000.0,1997-12-19,PG-13,119.0,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55.0,6.4,46650.0,1997
The Royal Tenenbaums,52353636.0,71430876.0,,28000000.0,2001-12-14,R,110.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,79.0,7.6,82349.0,2001
Lara Croft: Tomb Raider: The Cradle of Life,65653758.0,156453758.0,,90000000.0,2003-07-25,PG-13,117.0,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Jan De Bont,,5.2,32832.0,2003
Lara Croft: Tomb Raider,131144183.0,274644183.0,,94000000.0,2001-06-15,PG-13,101.0,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Simon West,,5.4,55582.0,2001
The Day After Tomorrow,186740799.0,544272402.0,,125000000.0,2004-05-28,PG-13,124.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,46.0,6.3,92241.0,2004
Topsy Turvy,6201757.0,6201757.0,,20000000.0,1999-12-17,R,,USA Films,Based on Real Life Events,Musical,Dramatization,Mike Leigh,,7.1,6215.0,1999
Torque,21176322.0,46176322.0,,40000000.0,2004-01-16,PG-13,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,23.0,3.5,12986.0,2004
The Others,96522687.0,209947037.0,,17000000.0,2001-08-10,PG-13,104.0,Miramax,Original Screenplay,Horror,Historical Fiction,,84.0,7.8,86091.0,2001
The Town,30980607.0,33180607.0,,37000000.0,2010-09-17,R,123.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,84.0,8.7,493.0,2010
Toy Story 2,245852179.0,484966906.0,,90000000.0,1999-11-19,G,92.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100.0,8.0,119357.0,1999
Toy Story 3,410640665.0,1046340665.0,,200000000.0,2010-06-18,G,102.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,99.0,8.9,67380.0,2010
The Taking of Pelham 123,65452312.0,148989667.0,23048229.0,110000000.0,2009-06-12,R,106.0,Sony Pictures,Remake,Action,Contemporary Fiction,Tony Scott,,6.5,33452.0,2009
Treasure Planet,38120554.0,91800000.0,,100000000.0,2002-11-27,PG,96.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,69.0,6.6,12099.0,2002
Traffic,124107476.0,208300000.0,,48000000.0,2000-12-27,R,147.0,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91.0,7.8,85759.0,2000
Thomas and the Magic Railroad,15911332.0,15911332.0,,19000000.0,2000-07-26,G,,Destination Films,Based on Book/Short Story,Adventure,Fantasy,,19.0,2.7,1613.0,2000
Training Day,76261036.0,104505362.0,,45000000.0,2001-10-05,R,122.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72.0,7.6,82057.0,2001
Traitor,23530831.0,27664173.0,13547082.0,22000000.0,2008-08-27,PG-13,113.0,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,61.0,7.1,22468.0,2008
Trapped,6916869.0,6916869.0,,30000000.0,2002-09-20,R,,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,18.0,6.0,10685.0,2002
